First Resource;Second Resource;Time difference between them;Second Time difference between them;Median between them;Percentile 25 between them
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;56-https://abs.twimg.com/responsive-web/client-web/bundle.Notifications.95e3c2d5.js;200.0;196.0;198.0;196.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;57-https://abs.twimg.com/responsive-web/client-web/bundle.Place.32e863e5.js;188.0;190.0;189.0;188.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;58-https://api.twitter.com/1.1/users/phone_number_available.json?raw_phone_number=968597440;13.0;21.0;17.0;13.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;59-https://abs.twimg.com/responsive-web/client-web/bundle.PlainTextCompose.15363145.js;215.0;213.0;214.0;213.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;60-https://abs.twimg.com/responsive-web/client-web/bundle.ProfileRedirect.e163f3c5.js;216.0;216.0;216.0;216.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;61-https://abs.twimg.com/responsive-web/client-web/bundle.QuoteTweetActivity.dc65c685.js;199.0;198.0;198.5;198.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;62-https://abs.twimg.com/responsive-web/client-web/bundle.Report.9ac29175.js;198.0;196.0;197.0;196.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;63-https://abs.twimg.com/responsive-web/client-web/bundle.RichTextCompose.ba3a2205.js;215.0;211.0;213.0;211.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;64-https://abs.twimg.com/responsive-web/client-web/bundle.Search.b85ce6d5.js;197.0;195.0;196.0;195.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;65-https://abs.twimg.com/responsive-web/client-web/bundle.Settings.ecea7bc5.js;198.0;195.0;196.5;195.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;66-https://abs.twimg.com/responsive-web/client-web/bundle.SettingsInternals.6180a0f5.js;200.0;190.0;195.0;190.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;67-https://abs.twimg.com/responsive-web/client-web/bundle.SettingsProfile.1d9aaa35.js;200.0;197.0;198.5;197.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;68-https://abs.twimg.com/responsive-web/client-web/bundle.SettingsRevamp.5f741095.js;170.0;192.0;181.0;170.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;69-https://abs.twimg.com/responsive-web/client-web/bundle.SettingsTransparency.70c54df5.js;194.0;193.0;193.5;193.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;70-https://abs.twimg.com/responsive-web/client-web/bundle.SmsLogin.3ac9bda5.js;204.0;197.0;200.5;197.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;71-https://abs.twimg.com/responsive-web/client-web/bundle.TopicPeek.fcd675e5.js;191.0;180.0;185.5;180.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;72-https://abs.twimg.com/responsive-web/client-web/bundle.Topics.ccac6215.js;198.0;197.0;197.5;197.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;73-https://abs.twimg.com/responsive-web/client-web/bundle.Trends.58fc8925.js;202.0;194.0;198.0;194.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;74-https://abs.twimg.com/responsive-web/client-web/bundle.TweetActivity.5ce47be5.js;211.0;213.0;212.0;211.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;75-https://abs.twimg.com/responsive-web/client-web/bundle.TweetMediaDetail.28de59d5.js;197.0;211.0;204.0;197.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;76-https://abs.twimg.com/responsive-web/client-web/bundle.TweetMediaTags.c63676c5.js;195.0;188.0;191.5;188.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;77-https://abs.twimg.com/responsive-web/client-web/bundle.Twitterversary.df0007b5.js;211.0;213.0;212.0;211.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;78-https://abs.twimg.com/responsive-web/client-web/bundle.UserAvatar.160377f5.js;218.0;217.0;217.5;217.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;79-https://abs.twimg.com/responsive-web/client-web/bundle.UserFollowLists.627ccb95.js;199.0;214.0;206.5;199.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;80-https://abs.twimg.com/responsive-web/client-web/bundle.UserLists.2e80abb5.js;196.0;189.0;192.5;189.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;81-https://abs.twimg.com/responsive-web/client-web/bundle.UserMoments.da83b3f5.js;197.0;210.0;203.5;197.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;82-https://abs.twimg.com/responsive-web/client-web/bundle.UserProfile.08f9ee35.js;200.0;191.0;195.5;191.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;83-https://abs.twimg.com/responsive-web/client-web/bundle.UserRedirect.45d40d95.js;218.0;215.0;216.5;215.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;84-https://abs.twimg.com/responsive-web/client-web/loader.AbsolutePower.7afa1645.js;203.0;181.0;192.0;181.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;85-https://abs.twimg.com/responsive-web/client-web/loader.AudioOnlyVideoPlayer.2e540bf5.js;212.0;213.0;212.5;212.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;86-https://abs.twimg.com/responsive-web/client-web/loader.DMDrawer.99bf2f35.js;194.0;198.0;196.0;194.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;87-https://abs.twimg.com/responsive-web/client-web/loader.DashMenu.224a0d85.js;200.0;199.0;199.5;199.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;88-https://abs.twimg.com/responsive-web/client-web/loader.ExploreSidebar.93a9eae5.js;202.0;199.0;200.5;199.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;89-https://abs.twimg.com/responsive-web/client-web/loader.FeedbackSheet.0fc2cf95.js;214.0;213.0;213.5;213.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;90-https://abs.twimg.com/responsive-web/client-web/loader.FeedbackTombstone.360641a5.js;217.0;212.0;214.5;212.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;91-https://abs.twimg.com/responsive-web/client-web/loader.HWCard.3fb9c0d5.js;195.0;191.0;193.0;191.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;92-https://abs.twimg.com/responsive-web/client-web/loader.NewTweetsPill.7954d725.js;217.0;214.0;215.5;214.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;93-https://abs.twimg.com/responsive-web/client-web/loader.PeriscopeOverlay.9f730155.js;197.0;216.0;206.5;197.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;94-https://abs.twimg.com/responsive-web/client-web/loader.ProfileClusterFollow.6e1fc6a5.js;193.0;200.0;196.5;193.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;95-https://abs.twimg.com/responsive-web/client-web/loader.PushNotificationsPrompt.dd4d8de5.js;218.0;214.0;216.0;214.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;96-https://abs.twimg.com/responsive-web/client-web/loader.SignupModule.55bfeaf5.js;218.0;214.0;216.0;214.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;97-https://abs.twimg.com/responsive-web/client-web/loader.TimelineRenderer.667dfd65.js;193.0;197.0;195.0;193.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;98-https://abs.twimg.com/responsive-web/client-web/loader.TweetCurationActionMenu.21941e15.js;193.0;193.0;193.0;193.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;99-https://abs.twimg.com/responsive-web/client-web/loader.Typeahead.2fef70a5.js;197.0;193.0;195.0;193.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;100-https://abs.twimg.com/responsive-web/client-web/loader.WideLayout.18d88755.js;194.0;193.0;193.5;193.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;101-https://abs.twimg.com/responsive-web/client-web/loader.directMessagesData.c0ebe365.js;196.0;192.0;194.0;192.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;102-https://abs.twimg.com/responsive-web/client-web/loader.graphQLDarkReads.a6064145.js;201.0;213.0;207.0;201.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;103-https://abs.twimg.com/responsive-web/client-web/loader.personalizationData.df0da5a5.js;201.0;194.0;197.5;194.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;104-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerBase.94bee5b5.js;191.0;181.0;186.0;181.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;105-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerHls13.49f959e5.js;173.0;190.0;181.5;173.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;106-https://abs.twimg.com/responsive-web/client-web/ondemand.BranchSdk.111a5005.js;209.0;207.0;208.0;207.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;107-https://abs.twimg.com/responsive-web/client-web/ondemand.emoji.pt.598787c5.js;201.0;200.0;200.5;200.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;108-https://api.twitter.com/1.1/branch/init.json;1.0;12.0;6.5;1.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;109-https://abs.twimg.com/responsive-web/client-web/shared~ondemand.EmojiPickerData~ondemand.EmojiPicker.3e673d75.js;207.0;200.0;203.5;200.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;110-https://abs.twimg.com/responsive-web/client-web/loaders.video.PlayerUi.06e3c8c5.js;192.0;189.0;190.5;189.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;111-https://abs.twimg.com/responsive-web/client-web/loaders.video.VideoPlayerDefaultUI.f450a855.js;197.0;187.0;192.0;187.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;112-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Compose~bundle.RichTextCompose~bundle.PlainTextCompose.086daa95.js;194.0;191.0;192.5;191.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;113-https://abs.twimg.com/responsive-web/client-web/shared~bundle.DirectMessages~bundle.TweetMediaDetail~bundle.UserAvatar.089346f5.js;200.0;193.0;196.5;193.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;114-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Explore~loader.ExploreSidebar.10a9ac55.js;199.0;197.0;198.0;197.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;115-https://abs.twimg.com/responsive-web/client-web/shared~bundle.LiveEvent~bundle.UserMoments.d11fd7f5.js;196.0;194.0;195.0;194.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;116-https://abs.twimg.com/responsive-web/client-web/shared~bundle.RichTextCompose~bundle.DMRichTextCompose~ondemand.RichText.18f02845.js;187.0;173.0;180.0;173.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;117-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Settings~bundle.SettingsTransparency.35d6b065.js;194.0;199.0;196.5;194.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;118-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Settings~ondemand.SettingsInternals~bundle.SettingsTransparency~bundle.SettingsRevamp~ondemand..53d9f0b5.js;200.0;196.0;198.0;196.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;119-https://abs.twimg.com/responsive-web/client-web/shared~bundle.TopicPeek~ondemand.EmojiPicker.9e4d43f5.js;199.0;194.0;196.5;194.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;120-https://abs.twimg.com/responsive-web/client-web/shared~loader.DMDrawer~bundle.DirectMessages~bundle.DMRichTextCompose.0fdb94f5.js;192.0;191.0;191.5;191.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;121-https://abs.twimg.com/responsive-web/client-web/shared~ondemand.InlinePlayer~loader.AudioOnlyVideoPlayer.d09f00a5.js;195.0;91.0;143.0;91.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;122-https://abs.twimg.com/responsive-web/client-web/shared~ondemand.SettingsInternals~ondemand.SettingsRevamp.ebe779d5.js;201.0;192.0;196.5;192.0
0-https://abs.twimg.com/responsive-web/client-web/polyfills.5f1c07c5.js;123-https://api.twitter.com/1.1/onboarding/begin_verification.json;115.0;44.0;79.5;44.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;2-https://abs.twimg.com/responsive-web/client-web/i18n/pt.895d8b85.js;111.0;105.0;108.0;105.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;3-https://abs.twimg.com/responsive-web/client-web/main.217c2935.js;82.0;75.0;78.5;75.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;4-https://abs.twimg.com/responsive-web/client-web/sharedCore.2ebf8535.js;146.0;109.0;127.5;109.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;5-https://abs.twimg.com/responsive-web/client-web/ondemand.Dropdown.1d343555.js;146.0;158.0;152.0;146.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;6-https://abs.twimg.com/responsive-web/client-web/loader.AppModules.a3bc0635.js;190.0;183.0;186.5;183.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;7-https://abs.twimg.com/responsive-web/client-web/loader.SideNav.184cefe5.js;198.0;187.0;192.5;187.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;8-https://abs.twimg.com/responsive-web/client-web/shared~loader.DMDrawer~bundle.Compose~bundle.RichTextCompose~bundle.DirectMessages~bundle.DMRichTextCompose~b.d89d1b25.js;142.0;172.0;157.0;142.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;9-https://api.twitter.com/1.1/jot/client_event.json;18.0;28.0;23.0;18.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;10-https://abs.twimg.com/responsive-web/client-web/shared~bundle.ComposeMedia~bundle.Display~bundle.Ocf~bundle.Settings~bundle.SettingsProfile~bundle.UserLists~.a980b805.js;138.0;169.0;153.5;138.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;11-https://abs.twimg.com/responsive-web/client-web/shared~bundle.Ocf~bundle.SettingsProfile~bundle.UserLists.c5b4e325.js;138.0;170.0;154.0;138.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;12-https://abs.twimg.com/responsive-web/client-web/bundle.Ocf.6a0022c5.js;128.0;157.0;142.5;128.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;13-https://abs.twimg.com/responsive-web/client-web/bundle.NetworkInstrument.77e96205.js;142.0;171.0;156.5;142.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;14-https://twitter.com/sw.js;52.0;47.0;49.5;47.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;15-https://abs.twimg.com/responsive-web/client-serviceworker/serviceworker.9f88b0a5.js;188.0;165.0;176.5;165.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;16-https://abs.twimg.com/responsive-web/client-web/bundle.AboutThisAd.c3eb1ee5.js;229.0;204.0;216.5;204.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;17-https://twitter.com/home?precache=1;40.0;21.0;30.5;21.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;18-https://abs.twimg.com/responsive-web/client-web/bundle.Account.45709d15.js;205.0;188.0;196.5;188.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;19-https://twitter.com/manifest.json;71.0;51.0;61.0;51.0
1-https://abs.twimg.com/responsive-web/client-web/vendors~main.c1d6abe5.js;20-https://abs.twimg.com/favicons/twitter.ico;224.0;210.0;217.0;210.0
